folder,image,ground_truth,prediction,cer_score
44,55.jpg,một,wa@®,1.3333
75,2.jpg,tốc,"/
đặc",1.3333
40,90.jpg,hữu,"—
thu",1.3333
53,55.jpg,cấp,"⁄
cé",1.3333
53,88.jpg,các,"⁄
 —",1.3333
106,40.jpg,khu,/rna,1.3333
53,71.jpg,môn,"^
ớớ",1.3333
2,49.jpg,hóa,tt ấ,1.3333
81,67.jpg,ngả,"2
“5",1.3333
99,81.jpg,của,"^
“z",1.3333
40,69.jpg,lao,z/cxo,1.3333
99,10.jpg,chợ,oí ở,1.3333
51,41.jpg,vực,"l
acc",1.3333
113,75.jpg,tấp,"“
2n",1.3333
43,88.jpg,của,"2
0a0",1.3333
89,66.jpg,xếp,"„
«xep",1.3333
43,83.jpg,cảm,"^
cv",1.3333
48,80.jpg,thú,„ ri,1.3333
13,55.jpg,con,(2⁄4,1.3333
145,18.jpg,của,"lu
(",1.3333
124,12.jpg,trẻ,(làz,1.3333
7,58.jpg,000,1° 0),1.3333
72,80.jpg,tác,„.w⁄,1.3333
124,30.jpg,phú,biảm,1.3333
124,23.jpg,lan,_lœmw,1.3333
7,51.jpg,chỗ,/⁄“~,1.3333
113,60.jpg,000,cooo,1.3333
145,63.jpg,mới,"pa
⁄",1.3333
145,80.jpg,gấp,"-í
ạ",1.3333
145,64.jpg,thể,+ộc°,1.3333
65,3.jpg,cảm,"2
ca”",1.3333
72,24.jpg,ban,íoox,1.3333
65,10.jpg,tận,*-oh,1.3333
145,76.jpg,chế,2ä ‹,1.3333
3,93.jpg,đỗi,"w&
⁄",1.3333
129,12.jpg,núi,"⁄
nu",1.3333
115,12.jpg,yên,“z^~,1.3333
76,39.jpg,cái,66⁄4,1.3333
106,97.jpg,rồi,"ñ
án",1.3333
2,17.jpg,mai,mã z4,1.3333
57,88.jpg,đàn,__—_,1.3333
115,8.jpg,đói,z82⁄,1.3333
128,83.jpg,cứu,œœ%⁄,1.3333
128,85.jpg,chỉ,"⁄
cò",1.3333
109,63.jpg,quê,øjtð,1.3333
109,66.jpg,lời,"€
kế",1.3333
7,36.jpg,chế,cục ˆ,1.3333
129,25.jpg,độc,"pa
x",1.3333
65,97.jpg,đây,"dhờ,",1.3333
128,98.jpg,đấu,"~
em",1.3333
61,15.jpg,túi,"/
“x",1.3333
145,13.jpg,các,"⁄ˆ
cac",1.3333
131,2.jpg,còn,eoda,1.3333
131,4.jpg,khi,&cév,1.3333
109,83.jpg,đơn,p⁄⁄0,1.3333
131,9.jpg,vẫn,(521,1.3333
109,85.jpg,100,áøùb,1.3333
115,77.jpg,sức,"(
hư",1.3333
40,2.jpg,nội,"mới
'",1.3333
45,2.jpg,gái,"⁄
xa",1.3333
67,39.jpg,năm,lu x,1.3333
63,55.jpg,các,"“1
ca",1.3333
148,62.jpg,căn,"(1
cơn",1.3333
102,79.jpg,quý,ái ¬,1.3333
105,64.jpg,gas,ø⁄⁄2,1.3333
67,73.jpg,còn,(ø0),1.3333
11,43.jpg,nói,"_
nø¿",1.3333
24,8.jpg,nắm,"l
na",1.3333
24,9.jpg,tám,“t«~^,1.3333
131,84.jpg,vậy,0⁄44,1.3333
67,99.jpg,bác,"⁄
bé(",1.3333
133,29.jpg,cầm,cơơa-,1.3333
24,19.jpg,bao,køc_o,1.3333
98,44.jpg,văn,www⁄,1.3333
30,13.jpg,đầu,kz2t,1.3333
95,87.jpg,mắt,"mỹặ
_",1.3333
102,16.jpg,bắc,l‹ˆ“,1.3333
63,20.jpg,cấp,"%6
c",1.3333
11,67.jpg,cầu,"ec`
0",1.3333
62,66.jpg,mới,"⁄
wà",1.3333
58,80.jpg,suy,a«⁄x,1.3333
148,78.jpg,cáo,"(
ca»",1.3333
148,23.jpg,thi,+à¿„,1.3333
148,8.jpg,cấp,"~
(ớp",1.3333
9,62.jpg,đốc,"⁄
22",1.3333
6,36.jpg,vùi,/puí,1.3333
105,73.jpg,ngọ,tà⁄6,1.3333
6,23.jpg,khó,“đức,1.3333
6,17.jpg,tật,äxœ%,1.3333
66,80.jpg,tạo,{ %ø,1.3333
63,86.jpg,cấp,có (2,1.3333
148,22.jpg,sóc,cố ø,1.3333
102,75.jpg,với,"⁄
lo",1.3333
63,62.jpg,xác,"⁄
đo",1.3333
30,100.jpg,634,6 1⁄i,1.3333
66,22.jpg,với,"7
3v",1.3333
97,79.jpg,của,"v5
2",1.3333
9,84.jpg,nói,"í
na:",1.3333
66,92.jpg,văn,"[
dan",1.3333
66,93.jpg,sắt,"/
si",1.3333
141,44.jpg,quả,gj«2,1.3333
141,42.jpg,vốn,"&
v6",1.3333
6,69.jpg,thể,zếc?,1.3333
133,9.jpg,bảo,"1
ba o",1.3333
141,1.jpg,nv1,a/v_/,1.3333
29,51.jpg,dầu,"—^
(",1.3333
50,98.jpg,cáo,"_
ca»",1.3333
45,28.jpg,bán,kbø/4,1.3333
8,78.jpg,nhỏ,"2
núc",1.3333
56,36.jpg,của,"2
^^",1.3333
50,67.jpg,vừa,"—
vu",1.3333
43,15.jpg,với,"⁄
d4",1.3333
8,83.jpg,đại,“zíd,1.3333
37,71.jpg,món,"⁄
mơ",1.3333
28,75.jpg,thơ,4( 3,1.3333
62,61.jpg,của,"7
wa@",1.3333
70,87.jpg,xóm,z2⁄4,1.3333
53,16.jpg,đối,"^
ch",1.3333
53,39.jpg,ven,u6a^,1.3333
45,36.jpg,trả,-h^.,1.3333
45,32.jpg,thì,záa`,1.3333
50,26.jpg,các,"í
86",1.3333
45,52.jpg,mòn,vwwơn,1.3333
79,23.jpg,cửa,"ề
cao",1.3333
79,49.jpg,con,dvvl,1.3333
114,74.jpg,đâu,(2⁄4,1.3333
131,83.jpg,của,")
^^",1.3333
50,49.jpg,một,vwộðtr,1.3333
102,3.jpg,hơn,ádđw,1.3333
24,43.jpg,sau,=œ<c,1.3333
95,1.jpg,hồi,"⁄
0u",1.3333
97,26.jpg,mới,"⁄
an",1.3333
58,82.jpg,lại,"ø2.""",1.3333
56,19.jpg,hải,4j„',1.3333
29,80.jpg,túi,"⁄
tó",1.3333
24,75.jpg,của,"j
(aa",1.3333
132,51.jpg,vào,1⁄22,1.3333
95,57.jpg,mặc,w©zø,1.3333
97,16.jpg,túi,"c
tu",1.3333
56,41.jpg,hóa,/„..,1.3333
29,57.jpg,tôi,ỳ*cì,1.3333
132,42.jpg,mất,"⁄
v1",1.3333
133,62.jpg,báo,"⁄
gò",1.3333
132,40.jpg,gió,"⁄
đ.",1.3333
132,38.jpg,đầu,co v,1.3333
62,83.jpg,tay,ỷ⁄4d,1.3333
133,84.jpg,một,wbvv,1.3333
50,72.jpg,nâu,"^
n_",1.3333
114,11.jpg,tài,"t>'
t",1.3333
26,21.jpg,báo,"c
1^o",1.3333
56,40.jpg,thứ,7/zạ,1.3333
58,57.jpg,tra,_z~—,1.3333
80,24.jpg,bãi,„-.x,1.3333
134,72.jpg,chí,đè ',1.3333
145,93.jpg,lại,/⁄⁄1,1.3333
108,99.jpg,với,"“1
—",1.3333
48,5.jpg,đến,"a1!
đến",1.3333
52,23.jpg,các,"⁄
ccœc",1.3333
52,86.jpg,bao,"d
10",1.3333
149,96.jpg,cấp,"⁄
cap.",1.3333
149,36.jpg,km2,ícwj2,1.3333
125,42.jpg,nếu,"~
w—",1.3333
52,56.jpg,tôi,(“¬—,1.3333
22,97.jpg,của,"^
cc",1.3333
80,59.jpg,nói,"c
^^",1.3333
1,86.jpg,của,"?
ca~",1.3333
1,12.jpg,của,")
cao",1.3333
138,74.jpg,kem,kí øn,1.3333
150,40.jpg,đậu,"co
š",1.3333
145,84.jpg,100,1. go,1.3333
125,70.jpg,ngủ,"9
cc",1.3333
124,87.jpg,dẫn,"d&”
an",1.3333
113,22.jpg,200,/oxo,1.3333
134,66.jpg,hay,l>~j,1.3333
149,66.jpg,rồi,"- à
i",1.3333
1,90.jpg,làm,|^~_,1.3333
71,80.jpg,lầm,àenv,1.3333
55,4.jpg,của,"b,
ca",1.3333
80,75.jpg,tức,"⁄
hà",1.3333
22,24.jpg,thì,z⁄z~,1.3333
1,34.jpg,mọi,"vo
⁄",1.3333
135,34.jpg,hải,"2
ha",1.3333
48,37.jpg,tâm,tc 1x,1.3333
22,34.jpg,gác,„ di,1.3333
80,88.jpg,của,"›
caan",1.3333
64,77.jpg,vừa,"„
và",1.3333
22,4.jpg,bàn,⁄z⁄2,1.3333
134,34.jpg,năm,"è
no",1.3333
134,46.jpg,qua,"""i2.",1.3333
52,18.jpg,đạo,zlzxo,1.3333
1,60.jpg,mặn,"v
mm",1.3333
1,32.jpg,qua,á k4,1.3333
55,37.jpg,khi,v ớt,1.3333
1,30.jpg,mét,suối,1.3333
135,11.jpg,cho,=⁄^=,1.3333
127,21.jpg,bảo,z b25,1.3333
71,94.jpg,chứ,"é
càa",1.3333
124,70.jpg,đều,"_
ấn",1.3333
135,52.jpg,tôi,⁄/⁄9,1.3333
150,54.jpg,dân,z z2,1.3333
113,9.jpg,đất,zdzb,1.3333
127,8.jpg,hôm,"^
vì",1.3333
124,60.jpg,giờ,"iế
j",1.3333
32,39.jpg,2003,2162 %,1.25
66,48.jpg,quan,/ 2/4,1.25
121,3.jpg,thời,“ah #c,1.25
71,53.jpg,châu,"øø@_,",1.25
77,5.jpg,khăn,⁄ ⁄-.,1.25
82,92.jpg,thơi,si 2c,1.25
20,28.jpg,theo,/[ 4c,1.25
85,96.jpg,buôn,/⁄x~.n,1.25
146,8.jpg,nước,wu)._,1.25
128,75.jpg,trấn,"(
“bốn",1.25
93,38.jpg,tỉnh,"-_
c5",1.25
131,19.jpg,nước,#zlakc,1.25
95,82.jpg,cũng,"wv
“|",1.25
132,21.jpg,ngày,«4144,1.25
61,96.jpg,cũng,"~
4 |",1.25
80,87.jpg,biết,"4
- ¬",1.25
57,65.jpg,dưới,àe9@4,1.25
120,28.jpg,tiết,vụ số,1.25
138,67.jpg,sinh,® xxn,1.25
131,37.jpg,biến,"—_
ben",1.25
59,3.jpg,vắng,vaz^ @,1.25
79,63.jpg,công,lớa p,1.25
121,80.jpg,được,1 đ#%,1.25
48,35.jpg,bình,“22⁄2,1.25
97,94.jpg,toàn,zirxa,1.25
38,21.jpg,hiện,"bi,
^^",1.25
13,90.jpg,việc,"ạ
vui 9",1.25
84,91.jpg,ngày,12264,1.25
25,52.jpg,rừng,nửa (,1.25
93,73.jpg,sàng,$%⁄2=,1.25
30,48.jpg,liên,tt...,1.25
75,51.jpg,sách,⁄^ “4,1.25
70,48.jpg,trên,ta/7⁄2,1.25
111,86.jpg,hiệu,"`
_
ú",1.25
46,13.jpg,trạm,ắ oxw,1.25
14,8.jpg,hành,“⁄^ 4,1.25
62,77.jpg,ngao,y⁄4*%,1.25
50,99.jpg,kiểm,"a72
^",1.25
3,11.jpg,điểm,7⁄25:,1.25
122,85.jpg,ngàn,⁄1⁄aø,1.25
14,32.jpg,nhận,naa r],1.25
2,9.jpg,ngày,ra g4,1.25
60,56.jpg,quát,"⁄z
@uat",1.25
106,94.jpg,chữa,đ„k⁄„,1.25
21,94.jpg,cũng,"^^
wn]",1.25
131,87.jpg,chơi,a cl⁄3,1.25
30,40.jpg,soát,« ơa{,1.25
82,65.jpg,nhân,^azz2,1.25
15,19.jpg,xanh,pp nnr,1.25
74,9.jpg,mang,ii cu,1.25
149,82.jpg,ngày,\vj5⁄,1.25
24,16.jpg,liên,"cc
1:",1.25
146,58.jpg,trên,4n à^,1.25
27,31.jpg,tiền,"..
+iên",1.25
117,95.jpg,mạnh,z#x«^,1.25
29,67.jpg,toàn,“\0äh,1.25
122,40.jpg,nhân,á 412,1.25
137,48.jpg,quốc,đãoø&,1.25
101,33.jpg,công,(c2554,1.25
29,66.jpg,khái,wr\m:,1.25
52,17.jpg,quan,() s2,1.25
52,89.jpg,việc,"ì
ùtec",1.25
5,99.jpg,xuất,„0/23,1.25
86,97.jpg,ngồi,"—
v ị",1.25
81,80.jpg,quan,22224,1.25
122,44.jpg,nhìn,^~1„—,1.25
86,95.jpg,quán,"/
442",1.25
147,98.jpg,mạnh,p⁄a^z,1.25
17,34.jpg,kiều,"`
7⁄4",1.25
20,41.jpg,chia,eẳu2_,1.25
2,59.jpg,ngọc,l⁄oo‹,1.25
17,52.jpg,phức,"⁄
pữ⁄«c",1.25
77,90.jpg,khái,"_
van",1.25
118,9.jpg,suốt,"“
cuod",1.25
55,30.jpg,xuất,"⁄
xxx",1.25
97,18.jpg,điều,20⁄8},1.25
99,41.jpg,rộng,"vn
__",1.25
146,30.jpg,rừng,vuh d,1.25
22,13.jpg,hàng,a>b 7,1.25
108,98.jpg,csgt,c=«<ø1,1.25
102,26.jpg,nâng,"w~
vị",1.25
131,45.jpg,viên,ưa (c,1.25
79,76.jpg,hàng,fan ti,1.25
71,87.jpg,chắc,"_ —
ch",1.25
128,38.jpg,bình,_~~>⁄,1.25
2,35.jpg,tiếp,"l
œứj",1.25
46,89.jpg,điều,ð^ð)`,1.25
1,70.jpg,mong,“2659,1.25
130,95.jpg,thỏa,7⁄2.),1.25
77,79.jpg,ubnd,lum/lvd,1.25
45,88.jpg,được,"#ï ch,",1.25
45,8.jpg,việc,"6ø
vưc",1.25
70,4.jpg,xách,"⁄
ý cà",1.25
147,93.jpg,nghị,ai bi,1.25
99,52.jpg,quan,4 /0/,1.25
23,7.jpg,hành,_—⁄⁄2,1.25
136,15.jpg,ngày,1227),1.25
56,15.jpg,kiểm,"—¬~
`",1.25
137,37.jpg,quản,éủ 2%,1.25
1,56.jpg,viên,c1 xố,1.25
137,51.jpg,thủy,-(lýa,1.25
74,76.jpg,hđxx,1⁄4 xyx,1.25
105,20.jpg,trên,t®⁄2⁄c,1.25
62,94.jpg,dũng,^ö⁄04,1.25
27,17.jpg,hành,)„lod,1.25
68,95.jpg,loại,~“⁄z^,1.25
81,35.jpg,luật,ỉ cạr,1.25
45,97.jpg,niên,"¿^^
n®",1.25
6,62.jpg,ubnd,u66 ñnb,1.25
148,44.jpg,tiên,*⁄2⁄),1.25
18,2.jpg,trăm,z⁄«⁄9,1.25
55,79.jpg,nước,r7 độc,1.25
93,33.jpg,công,"—
cơ n4",1.25
45,16.jpg,nước,"w _
^",1.25
121,49.jpg,được,"đĩi
[⁄",1.25
94,61.jpg,ngày,mạ 4v,1.25
51,36.jpg,nước,"⁄
nàz",1.25
102,95.jpg,trạm,ñÿiøn,1.25
58,4.jpg,toàn,“=~íh,1.25
70,62.jpg,trên,"lai
tren",1.25
51,39.jpg,truy,h( vo,1.25
143,31.jpg,đuổi,"— 2
.",1.25
86,66.jpg,được,pin a,1.25
143,21.jpg,được,ch độc,1.25
134,83.jpg,liệu,0q x5,1.25
2,65.jpg,xuất,"x/
x«⁄",1.25
85,48.jpg,giám,"⁄
đến",1.25
115,100.jpg,nước,"/
/⁄0",1.25
16,4.jpg,khác,/1v^^,1.25
19,3.jpg,chết,jiẩoi,1.25
5,19.jpg,tách,"đlacâ,",1.25
109,91.jpg,nhất,"⁄
ah2d",1.25
6,13.jpg,chào,"&
1x,",1.25
118,19.jpg,điện,cho ^,1.25
76,76.jpg,sáng,ae⁄44,1.25
141,62.jpg,biển,(39⁄5,1.25
30,58.jpg,giày,ý hội,1.25
25,32.jpg,xanh,„22⁄4,1.25
84,53.jpg,trấn,",
ñä«",1.25
97,89.jpg,khai,“2⁄2.,1.25
115,79.jpg,phạm,v⁄<~n,1.25
1,5.jpg,chìa,"_-
ch -",1.25
80,47.jpg,xuất,x«cd ý,1.25
64,38.jpg,ubnd,wðd id,1.25
33,66.jpg,giải,"31.
gi",1.25
4,94.jpg,cũng,"^
(w/",1.25
98,3.jpg,cũng,"tanh
í",1.25
3,59.jpg,khôi,á/⁄^¿,1.25
149,68.jpg,phần,⁄ 1⁄2,1.25
6,70.jpg,kinh,wwxkv,1.25
145,10.jpg,năng,"vềng
íí",1.25
126,47.jpg,cuộc,"”
caø(",1.25
96,41.jpg,việc,lò (5,1.25
22,74.jpg,động,cíees,1.25
102,44.jpg,thực,giúnn,1.25
94,10.jpg,thảo,ax⁄2„,1.25
112,36.jpg,kinh,lu-l-,1.25
71,64.jpg,nhận,aa4<z,1.25
124,48.jpg,cảng,"/
c⁄“^",1.25
78,68.jpg,quan,0/⁄⁄ó,1.25
50,76.jpg,ngày,mnø6¿4,1.25
41,16.jpg,đồng,à5 *q,1.25
83,96.jpg,tuổi,-[„ø-,1.25
97,96.jpg,khác,k)-2(.,1.25
79,17.jpg,sinh,/⁄a 2h,1.25
34,21.jpg,kinh,vì cá,1.25
105,50.jpg,nước,"1c
m4",1.25
141,18.jpg,đuổi,tt c.,1.25
68,3.jpg,công,"(o^4,",1.25
143,27.jpg,tuổi,"?
{uc",1.25
69,60.jpg,năng,"—ơ
lá",1.25
28,95.jpg,mạnh,ymouwkh,1.25
129,71.jpg,giấy,c/(eà,1.25
26,33.jpg,biển,"v.
v5",1.25
107,21.jpg,thiếu,⁄zễ⁄54,1.2
129,84.jpg,đường,"ñ
điều",1.2
87,87.jpg,người,i cu :,1.2
133,49.jpg,người,"1
nữ u",1.2
141,31.jpg,thành,402 v4,1.2
70,76.jpg,người,"^
na 23",1.2
28,28.jpg,chính,⁄#ýw&/,1.2
103,32.jpg,quyết,"ri
(li",1.2
44,40.jpg,người,"-
xử
0",1.2
29,7.jpg,nvơnn,mướmnmm,1.2
117,48.jpg,trình,{j aish,1.2
64,46.jpg,thành,3 w<<\,1.2
142,71.jpg,trong,;zuro úø,1.2
12,99.jpg,trình,s ị mi,1.2
38,68.jpg,người,aạ vớ),1.2
140,38.jpg,trước,"⁄
i 22",1.2
73,81.jpg,chiếc,"⁄
c⁄ z",1.2
28,70.jpg,xuyên,"[”
^~4",1.2
22,17.jpg,thành,tt ørnihd,1.2
34,97.jpg,thành,j7⁄2à⁄,1.2
34,10.jpg,người,cá vizt,1.2
74,37.jpg,người,"dò,
la",1.2
95,37.jpg,nhưng,^⁄è^èz,1.2
137,89.jpg,nghĩa,"n ~“
ả_",1.2
138,14.jpg,nhiều,` w“®`,1.2
89,15.jpg,nhưng,~t⁄a⁄n4,1.2
21,71.jpg,thuộc,"ˆ^
t96",1.2
2,46.jpg,phiên,yv⁄xcơn,1.2
44,34.jpg,triển,"^2
xu)",1.2
144,2.jpg,không,alk2ea,1.2
91,11.jpg,trình,"cnuvk,",1.2
37,9.jpg,quyền,4z nêm,1.2
133,75.jpg,người,"w
1«⁄4",1.2
86,7.jpg,tiếng,"„^~
xứng",1.2
75,18.jpg,duyệt,"c(uu0
_",1.2
22,79.jpg,những,c1. dna,1.2
6,15.jpg,người,"_—
_ 1",1.2
88,99.jpg,khách,[hkoađd,1.2
149,12.jpg,triển,"2
7 ca",1.2
109,8.jpg,trong,"v.ơaa,",1.2
21,81.jpg,chiều,"..
đa,",1.2
109,52.jpg,người,«má ưu,1.2
49,63.jpg,johor,qeb vc,1.2
54,85.jpg,người,".
theo",1.2
127,35.jpg,triệu,"(p\
la",1.2
97,11.jpg,trước,&/ø 2¬,1.2
92,98.jpg,giang,øgvx>^4,1.2
73,34.jpg,người,va vớt,1.2
110,95.jpg,quyết,tjes “,1.2
40,79.jpg,trường,"-
“. tưởng",1.1667
118,86.jpg,nghiên,ca ^x~—,1.1667
66,84.jpg,trưởng,"w 02⁄4,",1.1667
1,52.jpg,nguyên,hg0⁄27/2,1.1667
105,14.jpg,trưởng,"đuìn
b,",1.1667
125,5.jpg,phương,#ø⁄1⁄n z,1.1667
104,99.jpg,thương,hán “ .,1.1667
43,8.jpg,cộng,(⁄,1.0
31,34.jpg,khỏe,(it,1.0
139,26.jpg,có,tu,1.0
62,86.jpg,hoảng,«4,1.0
16,70.jpg,làm,„.,1.0
43,9.jpg,"gái bán dâm chủ yếu trong lứa tuổi 18 - 30, phần lớn là ít học, nghèo khó, còn lại khoảng 15% lười lao động, đua đòi ăn diện và tự nguyện đi vào con đường bán dâm. "" tệ nạn mại dâm vẫn đang diễn biến phức tạp, riêng tp.hcm có tới 10.00 gái bán dâm, đối tượng mua dâm vẫn tăng, nhiều người mua dâm là cán bộ công chức "" - bà hằng nhấn mạnh. về phòng chống tội phạm ma túy, trong ba năm qua số người nghiện tăng ở 53 / 64 tỉnh thành, chỉ 40% người nghiện được đưa đi cai nghiện tập trung.",,1.0
31,33.jpg,người,,1.0
31,21.jpg,mới,ng,1.0
43,16.jpg,sạn,ca,1.0
31,36.jpg,phía,"⁄
lú",1.0
43,10.jpg,cũ,g,1.0
16,35.jpg,với,tổn,1.0
16,34.jpg,thế,xi,1.0
52,33.jpg,cộng,_,1.0
139,25.jpg,thư,1ò,1.0
43,7.jpg,hoàng,đả,1.0
139,13.jpg,5,&,1.0
8,95.jpg,nhà,ấn,1.0
139,12.jpg,"nhìn căn chòi tạm bợ mà gia đình anh đại cùng nhóm công nhân chống tiêu cực đang tá túc, chúng tôi không khỏi chạnh lòng. họ đấu tranh để cứu lấy công trình có vốn đầu tư trên 43 tỉ đồng, họ đã ngăn chặn một âm mưu rút ruột nhà nước với số tiền tỉ. để rồi bây giờ họ rơi vào cảnh túng quẫn, bần hàn đến vậy sao?",,1.0
16,48.jpg,hiếm,10x,1.0
16,49.jpg,từ,x,1.0
31,29.jpg,người,ml,1.0
31,30.jpg,hơn,lệ,1.0
16,67.jpg,hơn,é.,1.0
31,31.jpg,một,vu,1.0
16,66.jpg,bới,hóc,1.0
8,90.jpg,ra,[2,1.0
74,71.jpg,mỗi,n4,1.0
139,6.jpg,đời,~”_,1.0
8,91.jpg,rừng,aửay,1.0
16,61.jpg,đang,~—,1.0
148,9.jpg,là,,1.0
16,77.jpg,rộng,,1.0
97,7.jpg,nuôi,ho^,1.0
8,76.jpg,nguyên,,1.0
97,3.jpg,ý,ú,1.0
16,74.jpg,vào,pin,1.0
52,32.jpg,cảnh,~“,1.0
97,2.jpg,hiệu,1v,1.0
16,65.jpg,khí,“4,1.0
31,22.jpg,hầm,lu,1.0
31,24.jpg,là,vi,1.0
31,44.jpg,nghĩa,"⁄ ~
2a",1.0
8,99.jpg,nên,xò,1.0
31,26.jpg,nhau,ai k,1.0
139,24.jpg,đón,"ch,",1.0
31,41.jpg,rầu,(œ~,1.0
62,85.jpg,quan,ji,1.0
8,84.jpg,nguyễn,". —
i2",1.0
16,46.jpg,xe,“4e,1.0
62,84.jpg,"bà con trong xóm tới trồng hoa kiểng, thắp nhang trước mộ người chết nên người",,1.0
8,98.jpg,nhà,"n
(4",1.0
31,40.jpg,đắp,á,1.0
97,13.jpg,kinh,“1m,1.0
52,30.jpg,tư,,1.0
31,38.jpg,kể,⁄.,1.0
31,52.jpg,nghĩa,,1.0
148,7.jpg,trên,“w6,1.0
144,99.jpg,thời,đâ&r,1.0
74,94.jpg,cheo,“lát,1.0
8,89.jpg,là,œ&,1.0
52,31.jpg,tiếng,#«⁄,1.0
16,57.jpg,thuốc,(xa,1.0
97,15.jpg,khi,á,1.0
31,79.jpg,còn,ø^,1.0
97,98.jpg,là,\œ,1.0
31,78.jpg,là,k-,1.0
16,9.jpg,đến,ai,1.0
97,99.jpg,vực,”,1.0
135,71.jpg,công,_,1.0
135,70.jpg,số,ốc,1.0
16,71.jpg,đất,d{,1.0
135,67.jpg,3,d,1.0
16,8.jpg,bản,l5,1.0
16,7.jpg,ngày,8,1.0
139,18.jpg,nhận,vi,1.0
135,66.jpg,cửa,2,1.0
148,1.jpg,biển,"2,",1.0
148,2.jpg,các,z,1.0
16,6.jpg,hơn,pes,1.0
97,100.jpg,và,x4,1.0
31,56.jpg,trên,dđ~x,1.0
52,36.jpg,phân,av,1.0
62,90.jpg,đdv,2⁄/,1.0
31,55.jpg,nhưng,di kứng,1.0
62,75.jpg,thông,1œ,1.0
62,78.jpg,phần,,1.0
135,55.jpg,và,na,1.0
139,17.jpg,nước,«/ø,1.0
31,82.jpg,thông,,1.0
62,79.jpg,cho,t_,1.0
74,81.jpg,giờ,ân,1.0
97,90.jpg,già,x^,1.0
31,70.jpg,lạnh,6p,1.0
97,95.jpg,tôi,-|a,1.0
97,83.jpg,40,⁄4ù,1.0
97,84.jpg,ý,d,1.0
31,83.jpg,17 - 3 - 2004 đã ra trình diện tại cơ quan công an. vụ việc đang,,1.0
31,72.jpg,là,|,1.0
5,9.jpg,g,`,1.0
97,47.jpg,đến,á,1.0
74,84.jpg,cải,"2
c⁄i",1.0
135,78.jpg,đã,lv,1.0
5,12.jpg,"17 lao động trở về từ malaysia vì không có việc làm. tại công ty thương mại xuất nhập khẩu bình phước, từ ngày 17 - 3 - 2004 đến nay đã có 17 lao động trở về từ malaysia vì không có việc làm và vì công ty không thực hiện đúng hợp đồng như đã cam kết. trong số đó, một lao động phải đi về bằng đường bộ, vượt qua các cửa khẩu thái lan, campuchia, trở về vn sau cuộc hành trình gian khổ. hợp đồng lao động được thực hiện từ tháng 8 - 2003, thời hạn 36 tháng với loại công việc là công nhân xây dựng.",,1.0
97,48.jpg,xe,p,1.0
74,87.jpg,đến,„,1.0
148,3.jpg,thoại,(z2,1.0
97,62.jpg,bộ,2,1.0
97,49.jpg,ty,bu,1.0
97,50.jpg,tặng,đ®^4,1.0
5,10.jpg,hình,4,1.0
97,51.jpg,được,“12h,1.0
5,11.jpg,trung,29⁄9,1.0
97,53.jpg,thực,,1.0
97,54.jpg,tập,⁄,1.0
97,97.jpg,mưa,an,1.0
16,5.jpg,trong,4/4,1.0
31,75.jpg,dự,àv,1.0
31,74.jpg,để,,1.0
148,4.jpg,lần,(đà,1.0
74,92.jpg,bờ,v,1.0
97,41.jpg,tiền,mm,1.0
74,91.jpg,khu,1x,1.0
97,42.jpg,khách,4w,1.0
16,37.jpg,làng,[«s,1.0
74,83.jpg,thông,,1.0
74,89.jpg,hết,li,1.0
97,46.jpg,võ,¿7,1.0
5,21.jpg,bí,l,1.0
74,98.jpg,dụng,k^,1.0
16,11.jpg,tôi,.,1.0
16,10.jpg,nước,"/
nơ",1.0
5,8.jpg,vọng,lí,1.0
97,44.jpg,đề,l,1.0
97,30.jpg,lây,1⁄2,1.0
16,13.jpg,mà,na,1.0
16,12.jpg,sống,ẩt0,1.0
97,32.jpg,được,in,1.0
62,92.jpg,quyết,”x,1.0
62,93.jpg,nước,v0,1.0
97,34.jpg,mùa,v4.,1.0
62,89.jpg,làm,z,1.0
97,70.jpg,cũng,~,1.0
16,26.jpg,làm,kh,1.0
135,72.jpg,nhiệt,,1.0
16,25.jpg,thì,+,1.0
5,38.jpg,cứu,"l
mu",1.0
97,71.jpg,nhau,ư,1.0
52,27.jpg,quả,ga,1.0
97,72.jpg,lao,vi,1.0
97,69.jpg,19,4ø,1.0
97,17.jpg,1,7,1.0
139,28.jpg,rất,w,1.0
16,31.jpg,xin,_.,1.0
97,23.jpg,chế,,1.0
16,42.jpg,vậy,,1.0
97,24.jpg,bấy,⁄áí,1.0
97,8.jpg,bắt,ra,1.0
97,10.jpg,dính,kì,1.0
97,27.jpg,tình,_,1.0
97,37.jpg,gỡ,ạữ,1.0
97,38.jpg,nhu,/,1.0
52,45.jpg,vực,,1.0
52,44.jpg,có,&,1.0
135,74.jpg,công,"cơc
⁄",1.0
97,39.jpg,lẽ,⁄,1.0
97,25.jpg,và,cv,1.0
135,73.jpg,cụ,v0,1.0
16,40.jpg,không,adaa,1.0
62,71.jpg,"sự việc nói trên đã gây bất bình cho hàng trăm hộ dân có đất ở mua tại khu dân cư mới xuân hải, gây nên kiện cáo kéo dài.",,1.0
62,72.jpg,ra,^^,1.0
31,62.jpg,vòng,_,1.0
62,73.jpg,sướt,"#
^^",1.0
139,16.jpg,việc,ww y,1.0
16,17.jpg,ngon,=2,1.0
62,60.jpg,dần,“,1.0
148,20.jpg,thôi,<4,1.0
97,58.jpg,tán,,1.0
16,15.jpg,bị,,1.0
