folder,image,ground_truth,prediction,cer_score
44,23.jpg,"tôi đã mấy lần nhặt được giấy tờ, bóp, túi xách. theo địa chỉ mang đến nhà họ trả, có người thì vui vẻ cảm ơn, có người lại nghi ngờ vì đấy là đồ đạc họ bị đánh cắp, cướp giật. phiền lắm, có công ty đứng giữa là tiện nhất "". sau anh xe ôm là mấy chị gánh hàng rong, gánh ve chai dạo phố, mấy chị đi xe đạp chở hai bên hai cái sọt đựng đồ phế liệu. chỉ trong một buổi sáng, số cộng tác viên của anh âm đã tăng lên đáng kể.","tai tao mai hui hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
tai tao mai hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
kai tao mai hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
sau vui va tao mai hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
tai tao mai hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
sau vui va tao mai hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
tai tao mai hui hui quac quac beip, nui xoch, thuoduo diel mang vui hui hao
sau v",0.9572
24,18.jpg,"những chú muỗi gầy có, béo có, nhỏ có, to có lần lượt lao vào ngọn đèn đầy muội đen. a! ov.10 này. a! l.19 này, con này là b.52, con này bay nhanh quá, phong cho nó là f.4 vậy, cứ thế mỗi con là một cái tên tương xứng với không lực hoa kỳ lần lượt lao qua ngọn đèn của tôi... một trò chơi của một người lính trẻ dưới công sự, bên trời bom đạn... cứ nhìn những bức ảnh, xem những thước phim tài liệu về sự khốc liệt của chiến trường quảng trị những ngày tháng ấy mới thấy những dòng nhật ký của nguyễn kỳ sơn thật kỳ diệu.",namnayamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamamam,0.9559
80,95.jpg,"tuy nhiên, cũng phải nhìn nhận rằng những chính sách này vẫn còn một số điểm hạn chế, chưa đáp ứng được đầy đủ nguyện vọng của bà con. mặt khác, việc thực hiện chính sách chưa đồng bộ, thậm chí có những trường hợp cá biệt còn trái với cả chủ trương, chính sách của nhà nước. lý do thứ hai là hoàn cảnh hiện tại rất khác so với thời điểm ban hành những chính sách trước đây. nếu như năm 1986 - 1987, số bà con việt kiều về thăm quê chỉ khoảng 8.000 người thì nay đã tăng lên 360.000 lượt người / năm, lượng kiều hối chuyển về cũng đạt mức kỷ lục là 2,6 tỉ usd / năm.",நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள் மற்றும் நீங்கள,0.954
124,56.jpg,"bản chất của thành công đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? phải chăng đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? hay đó là cách nói khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục? vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm. cuộc sống sẽ chỉ cho bạn có những người đạt được thành công theo một cách giản dị đến bất ngờ.","ban chai cua thanh cong
ការបង្កើតកម្មវិធីការបង្កើតកម្មវិធីការបង្កើតកម្មវិធីការបង្កើតកម្មវិធីការបង្កើតកម្មវិធីការបង្កើតកម្មវិធីការបង្កើតកម្មវិធីការ",0.9531
14,55.jpg,"tuy không nói chuyện được với pv sau rất nhiều lần gọi, nhưng các cuộc gọi từ số máy này vẫn cứ gọi tới liên tiếp không dưới 10 lần. sau đó, liên hệ lại thì chủ máy nói : "" xin gặp v. h. khó quá, tại sao h. không chịu gặp? nghe nói v. h. có lên dầu giây làm việc vào tối thứ sáu, rạng sáng thứ bảy phải không? có gì thì nói để chủ yếu mình giáo dục, khuyên răn thôi. cho anh gặp mặt h. nhé "". ngày 4 - 4 - 2004 một người là lãnh đạo một đội csgt khác cũng gọi trực tiếp vào số máy của pv cho rằng việc anh em rượt đuổi và cho người truy tìm pv như thế là bậy quá, sai hoàn toàn rồi.",துடும் தலைமையில் செயல்பட்ட வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும் வகையில் வரும,0.9519
5,12.jpg,"17 lao động trở về từ malaysia vì không có việc làm. tại công ty thương mại xuất nhập khẩu bình phước, từ ngày 17 - 3 - 2004 đến nay đã có 17 lao động trở về từ malaysia vì không có việc làm và vì công ty không thực hiện đúng hợp đồng như đã cam kết. trong số đó, một lao động phải đi về bằng đường bộ, vượt qua các cửa khẩu thái lan, campuchia, trở về vn sau cuộc hành trình gian khổ. hợp đồng lao động được thực hiện từ tháng 8 - 2003, thời hạn 36 tháng với loại công việc là công nhân xây dựng.",நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங்கள் நீங,0.9497
24,35.jpg,"trong lúc nhiều công dân có đất tại khu dân cư mới xuân hải bất ngờ không hiểu chuyện gì đang xảy ra thì tiếp đó họ lại nhận được giấy thông báo của phòng tài chính - kế hoạch huyện sông cầu về việc trả lại tiền sử dụng đất, có được cộng với lãi suất của ngân hàng theo thời điểm nộp tiền. lý do được chính quyền tỉnh phú yên thông báo một cách khá lạnh lùng : thực hiện thông báo 904 / tb - ub ngày 15 - 12 - 2003 của ubnd tỉnh phú yên là phải thu hồi đất của các hộ dân ngoài xã xuân hải.","bany hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh hinh
hinh chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap chap ch",0.9469
98,100.jpg,"với việc ra đời nghị quyết này, công tác nvơnn thời gian tới sẽ chú trọng những điểm nào thưa ông? - nghị quyết lần này đã nêu ra bốn nhóm giải pháp, trong đó được đề cập đầu tiên là vấn đề trọng dụng nhân tài. chúng ta biết rằng cộng đồng nvơnn tuy vào khoảng 2,7 triệu người nhưng tiềm lực kinh tế của cộng đồng chưa phải là lớn, bù lại tiềm năng chất xám lại vô cùng phong phú. nhiều việt kiều trẻ tuổi, nhiều trí thức kiều bào có nguyện vọng được về nước làm việc.","với việc rao dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong
nhưng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se chữ trong dòng nghe quyết nay, công tác nvonn thái gan tái se",0.9444
109,41.jpg,"trong đó có 2 quần đảo hoàng sa, trường sa và 2.577 đảo lớn, nhỏ, gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ vùng biển. có vị trí chiến lược quan trọng : nối liền thái bình dương với ấn độ dương , châu á với châu âu, châu úc với trung đông. giao lưu quốc tế thuận lợi, phát triển ngành biển. có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát triển, tồn tại tốt.","tring dong dong 2. leng thong hang tung, tring dong dong 1. 2,577 dong dong, nong,
nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong,
nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong,
nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong,
nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong,
nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong, nong",0.9431
58,41.jpg,"một lãnh đạo thanh tra bộ y tế cho biết : "" chúng tôi đang yêu cầu công ty sanofi synthelabo giải trình lý do giá một số mặt hàng của công ty này bán tại vn với giá cao hơn khi xuất khẩu đi một số nơi trong khu vực như hong kong và campuchia "". thanh tra bộ y tế cũng kiến nghị bộ y tế sắp xếp lại hệ thống các nhà phân phối, nhất là khâu bán buôn nhằm hạn chế kinh doanh lòng vòng làm nâng giá thuốc; lập ngân hàng dữ liệu giá thuốc (giá thuốc cùng loại ở nước sản xuất, ở các nước trong khu vực) để có cơ sở quản lý giá; quản lý khâu cung ứng, sử dụng thuốc tại cơ sở khám chữa bệnh, trách nhiệm của bác sĩ kê đơn thuốc...",وَلَا يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَن,0.9423
139,12.jpg,"nhìn căn chòi tạm bợ mà gia đình anh đại cùng nhóm công nhân chống tiêu cực đang tá túc, chúng tôi không khỏi chạnh lòng. họ đấu tranh để cứu lấy công trình có vốn đầu tư trên 43 tỉ đồng, họ đã ngăn chặn một âm mưu rút ruột nhà nước với số tiền tỉ. để rồi bây giờ họ rơi vào cảnh túng quẫn, bần hàn đến vậy sao?","mhân vân vân choir tôn bò mò mò gya dhôi dhôi côi cúng tôn hôn cóng rôn bôn chông tôn cùc dhôy tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn tùc tùc, chung tôn t",0.9421
38,31.jpg,"tại nơi đây, trước kia khoảng đất chỉ rộng 1.634 m2 của ông lâu dần gò đất này toàn chôn cất người nghèo khó, không có bia mộ, thậm chí chôn chồng lên nhau và trâu bò giẫm nát cũng không ai lo, ông mới nảy ra ý định đóng góp sức mình làm thành nghĩa địa từ thiện. năm 1999, ông ba phước đến gặp bà trần thị phụng, vợ ông nguyễn văn tâm (đã mất), để bàn bạc, thuyết phục bà phụng hiến phần đất này cho hội người cao tuổi của xã mà ông là phó chủ tịch, rồi ông bỏ tiền mua thêm 2.855 m2 đất bên cạnh để mở rộng khu nhị tì này làm thành nghĩa địa từ thiện.",tạn ṭạṇ ḍạṇ ḍạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạṇ ṭạn�,0.9385
121,27.jpg,"thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường được. từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. sau bao nỗ lực khổ luyện, cậu bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân. nhưng đó không phải là thất bại. trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé.",தன்னை அறிவில் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்றும் மற்�,0.9369
43,9.jpg,"gái bán dâm chủ yếu trong lứa tuổi 18 - 30, phần lớn là ít học, nghèo khó, còn lại khoảng 15% lười lao động, đua đòi ăn diện và tự nguyện đi vào con đường bán dâm. "" tệ nạn mại dâm vẫn đang diễn biến phức tạp, riêng tp.hcm có tới 10.00 gái bán dâm, đối tượng mua dâm vẫn tăng, nhiều người mua dâm là cán bộ công chức "" - bà hằng nhấn mạnh. về phòng chống tội phạm ma túy, trong ba năm qua số người nghiện tăng ở 53 / 64 tỉnh thành, chỉ 40% người nghiện được đưa đi cai nghiện tập trung.",cf. কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার কম্পিউটার হাইবার �,0.9362
77,47.jpg,"nhặt và gọi. một ngày làm việc của anh âm bắt đầu bằng việc làm quen với một anh lái xe ôm bất kỳ. "" tôi là nhân viên công ty báo mất khai minh ... "". đáp lại là một cái nhìn đầy ngạc nhiên. anh âm giải thích : "" chắc anh cũng đã từng nhặt được giấy tờ rơi rớt, công ty chúng tôi sẽ giúp anh trong việc tìm người bị mất và trả lại cho họ. anh chỉ cần gọi điện thoại... "". anh xe ôm chẳng thắc mắc gì mà nhanh chóng hưởng ứng : "" tốt quá.",nahin we goi một tạp chí you vao vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao vao một tạp chí you vao vao vao một tạp chí you vao vao vao một tạp chí you vao vao vao một tạp chí you vao vao vao một tạp chí you vao vao vao một t,0.9336
31,12.jpg,"hóa ra nơi đang đứng trên đầu là một mạch nước ngầm thấm xuống nên lâu lâu lại phun nước ra như mưa. tiếng ồn từ máy khoan lẫn bụi đá đã khiến nơi cuối đường hầm này con người chỉ nhận ra nhau bằng những vạch phản quang trên áo và nếu có và nếu có nói thì như cãi nhau. tất cả 32 con người của đội khoan hầm số 1 này được chia làm bốn tổ, trong đó có ba tổ khoan và một tổ đánh mìn. mỗi ngày các tổ này thay phiên nhau cầm lái hai mũi khoan xộc thẳng vào lòng núi.","họ và vẻ dạng thị trong thị của một mẫu ngữ chữ nghệ sơ sánh
bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một mẫu ngữ chữ nghệ sơ sánh bạn có thể sử dụng một",0.931
112,62.jpg,"trong lúc nhiều công dân có đất tại khu dân cư mới xuân hải bất ngờ không hiểu chuyện gì đang xảy ra thì tiếp đó họ lại nhận được giấy thông báo của phòng tài chính - kế hoạch huyện sông cầu về việc trả lại tiền sử dụng đất, có được cộng với lãi suất của ngân hàng theo thời điểm nộp tiền. lý do được phía chính quyền tỉnh phú yên thông báo một cách khá lạnh lùng : thực hiện thông báo 904 / tb - ub ngày 15 - 12 - 2003 của ubnd tỉnh phú yên là phải thu hồi đất của các hộ dân ngoài xã xuân hải.",তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহলে তাহ,0.9273
28,81.jpg,""" nếu không có xác nhận của bộ chủ quản đối với dự án, nh sẽ không cho vay vì không nắm rõ được nhu cầu vốn của công ty tiếp thị "". cũng với lý do tương tự, đại diện của nh đầu tư phát triển hà nội khẳng định nếu không có công văn xác nhận này, nh đầu tư phát triển cũng sẽ dứt khoát không cho vay. "" nhẹ nhàng "" hơn, đại diện của nh thương mại cổ phần hàng hải cho biết thông thường các công văn như vậy là cần thiết nhưng không phải là quyết định đối với các khoản vay nh.",وَلَا يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَنْ يَعْلَمُونَ أَن,0.9241
9,45.jpg,"lái xe mai thanh hoàng kể lại lần đi xuống củ chi cấp cứu một hộ ở một xã vùng sâu, xe cấp cứu băng qua những con đường đất gập ghềnh dưới cơn mưa như thác nước. dọc đường không có một ngọn đèn nào, lái xe căng mắt lăn bánh. ngồi trên xe ai cũng nóng lòng như lửa đốt. cuối cùng tuy tới trễ nhưng cũng sơ cứu kịp thời cho nạn nhân trước ánh mắt biết ơn của gia đình. mới đây, lúc 1 giờ sáng 17 - 10 - 2003 tại ngôi nhà đường âu dương lân, quận 8, một phụ nữ 56 tuổi ho đàm đã bốn ngày, mệt khó thở, đi chích thuốc về bỗng bất tỉnh, liền gọi cấp cứu.",האם נשתמש במשתמשים שמתקבלים על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקצי,0.9235
66,66.jpg,""" tôi không dám tin rằng mình còn sống bởi tất cả như là cơn ác mộng, hết đi từ nỗi sợ hãi này đến kinh hoàng khác. cứ lấy chân đạp trên nền đất để biết rất thật rằng đây là vn "". vì không nằm trong danh sách những người được công ty đưa về, khủng hoảng và kiệt sức, tôi cố bám theo đoàn thương lái 30 người, trà trộn và giả dạng người campuchia, nhảy xe khách, đi bộ hàng chục kilômet, qua hàng rào cảnh sát các nước, may nhờ một người vn che chở đã đóng tiền để qua được các vòng.","""tin bang heng dan tien mong mong can bang bang tih tih tih can de mong, hinh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh binh",0.9212
15,98.jpg,"một anh thu gom rác dân lập đang nặng nề đẩy xe trong một con hẻm đường lê lợi đã mừng rỡ vẫy : "" có nè... "". anh móc trong túi áo ra ba chứng minh nhân dân : "" tôi lượm được trong đám rác này nè. trước giờ, phân rác ra thỉnh thoảng cũng thấy. gặp giấy của người quen thì trả, chẳng biết của ai thì... thôi. công chuyện bận quá mà "". anh âm cầm mấy cái giấy, vuốt thẳng rồi cất vào cặp, cẩn trọng như giấy tờ của chính mình...","một och chăm quán冉冉 dawn. lý quảng quảng wáng wáng mặc quảng wáng mặc con chăm
dòng lái l2: mặc quảng wáng mặc quảng ""co mặc"". anh mặc quảng tả so bơ chăm
mặc quảng tả so bơ quảng ""to: bơ quảng tả so bơ quảng wáng mặc quảng"". anh mặc quảng tả so bơ
mặc quảng tả so bơ quảng wáng mặc quảng ""to: bơ quảng tả so bơ quảng wáng mặc quảng"". anh mặc quảng tả so bơ
mặc quảng tả so bơ quảng wáng mặc quảng ""to: bơ quảng tả so bơ quảng wáng mặc quảng"". anh mặc quảng tả so bơ
mặc quảng tả so bơ quảng wáng mặc quảng ""to: bơ quảng tả so bơ quảng wáng mặc quảng"". anh mặc",0.9178
14,65.jpg,"thành công ấy, liệu có mấy người đạt được? sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" tử sĩ "". hai bảy điểm, cao thật đấy. nhưng cao mà làm gì khi nv1 lấy tới hai bảy phẩy năm? đó thật ra không phải là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. cuộc sống vẫn chào đón họ với nv2, nv3. quan trọng là họ đã nỗ lực hết sức để khẳng định mình. đó là ý nghĩa vẹn nguyên của các kỳ thi, và cũng là bản chất của thành công.","**האם נשתמש במשתמש שמתקבל בין המשתמשים המתקבלים?**

האם נשתמש במשתמש שמתקבל בין המשתמשים המתקבלים? נשתמש במשתמש שמתקבל בין המשתמשים המתקבלים? נשתמש במשתמש שמתקבל בין המשתמשים המתקבלים? נשתמש במשתמש שמתקבל בין המשתמשים המתקבלים? נשתמש במשתמש שמתקבל בין המשתמשים המתקבלים? נשתמש במשתמש שמתקב",0.9142
83,23.jpg,"sau khi vụ việc xảy ra, cơ quan đã tổ chức kiểm điểm về việc đảng viên đi vào những chỗ không lành mạnh. những dư luận liên quan đến mình tôi đã giải trình và đã báo cáo với viện kiểm sát cấp trên. mình cũng ở cấp lãnh đạo, phụ trách điều tra, nhưng trong vụ này từ khi có dư luận, tiếng tăm thì mình không theo dõi. để khách quan hơn, các vấn đề dính đến tôi, đề nghị anh em phóng viên nên hỏi viện trưởng, lãnh đạo cơ quan điều tra, vì nếu nói thì bao giờ tôi cũng nói có lợi về mình",האם נשתמש במשתמשים שמתקבלים על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקציות שמתקבלות על ידי פונקצי,0.9134
22,60.jpg,"chủ đầu tư cienco 5 đang đứng trước bờ vực phá sản chợt tràn ngập hi vọng thoát hiểm. đến trạm thu phí tạm vấn đề không dừng lại, cũng từ ý định "" cứu "" nhà đầu tư, các trạm thu phí được chóng vánh dựng lên cũng theo kiểu "" gặt lúa non "". trong khi dự án đầu tư xây dựng cầu bình triệu 2 không hoàn thành các hạng mục công trình đúng như qui mô đã được phê duyệt, cho nên kế hoạch đặt trạm thu phí ban đầu ở giữa cầu đúc nhỏ và cầu ông dầu trên quốc lộ 13 không thể thực hiện được (đường chưa xây dựng).",chiḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi ḥāḥi �,0.9125
80,68.jpg,"như vậy, việc đặt trạm thu phí giao thông tại chân cầu là giải pháp tình thế và đột xuất, nhưng cienco 5 đã không đưa ra các phương án dự phòng các tình huống xấu nhất có thể xảy ra tại khu vực giao thông vốn rất phức tạp. đặc biệt là tình huống kẹt xe ngay trên đường ray trong thời điểm xe lửa đang qua khu vực này. trong khi đó, tại khu vực trạm thu phí do bị vướng giải tỏa một số hộ dân nên đường vào trạm bị uốn cong không thuận lợi cho các phương tiện vào trạm và nhất là không đủ sức chứa khi lượng xe cùng lúc dồn đến trạm.","[কল্পনা করা হয়, যে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল্পনা করা হয় তবে কল",0.9079
71,3.jpg,"quay sang tôi, anh trường nói : "" một chị ở quận 8 gọi điện cảm ơn chúng tôi đã cấp cứu kịp thời nên chồng chị qua khỏi cơn nguy kịch "". tôi đã từng nghe cấp cứu nhưng chỉ khi nghe chị nguyễn thị tuyết mai, trưởng khoa cấp cứu ngoại viện (ccnv), phân tích mới thật sự hiểu rõ "" nội tình "". ccnv chỉ đảm nhiệm cấp cứu đoạn đường từ hiện trường đến cổng bệnh viện. sau khi nhận điện báo, mỗi ca cấp cứu gồm êkip một lái xe, một bác sĩ (bs), hai điều dưỡng viên (đdv) tức tốc lên xe.",ข้อมูลที่ต้องการทำงาน คำสั่ง `n=1` คำสั่ง `n=2` คำสั่ง `n=3` คำสั่ง `n=4` คำสั่ง `n=5` คำสั่ง `n=6` คำสั่ง `n=7` คำสั่ง `n=8` คำสั่ง `n=9` คำสั่ง `n=10` คำสั่ง `n=11` คำสั่ง `n=12` คำสั่ง `n=13` คำสั่ง `n=14` คำสั่ง `n=,0.9062
92,23.jpg,"87 trang nhật ký trên giấy a4 là tâm sự của 17 con người sau 206 ngày gian nan nơi xứ lạ : không việc làm, không nhà ở, không lương bổng, có người bị đói khát, bị tù đày... giờ đây, những con người ấy dường như không dám nhìn thẳng mặt nhau bởi nỗi đau của những ngày cũ cứ ào tới... nước mắt và sự thảng thốt vẫn còn hiện rõ trên từng khuôn mặt. johor ngày thứ nhất. họ đưa chúng tôi đến khu vực công trường bên cạnh khu rừng, nơi không có bóng dáng người dân, chỉ có ít người indo đang làm việc tại đó.",মনে করি কোন কথা পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আর তাই নিজের মধ্যে পাওয়া যায় আ,0.9048
