folder,image,ground_truth,prediction,cer_score,confidence
30,68.jpg,100% số người được hỏi đều cho biết hoàn toàn tán thành và sẵn sàng hợp tác,4o m,0.9733,0.5158
43,34.jpg,""" tôi không được bàn giao từ bộ trưởng cũ, những cái bộ trưởng cũ đã quyết định thì anh em cứ tiếp tục làm, có gì phát sinh mới hỏi ý kiến tôi... "".",mstzyapa,0.973,0.5369
74,74.jpg,"khi đó, tại khu vực trạm thu phí do bị vướng giải tỏa một số hộ",in,0.9683,0.5947
148,100.jpg,"kiến cảnh hàng chục xe xuống trình "" giấy "" đi ngay như các tài xế đã cho biết. qui trình rất",najaan,0.9677,0.4251
110,53.jpg,""" tiến thoái lưỡng nan "" phải thanh toán hợp đồng khi chỉ thực hiện ngót nghét 28% khối",jht yyl4,0.9655,0.4919
54,29.jpg,"tế tổng mức đầu tư đã vọt lên 1.223 tỉ, cienco 5 tuyên bố không đáp ứng nổi kinh phí và",j arhp,0.9655,0.5537
30,29.jpg,"một số hệ qtcsdl phổ biển như: oracle, mysql, server...",sro,0.9636,0.3854
94,90.jpg,bị cáo nguyễn thị mửng) đã tung ra một số thông tin cho thấy vụ án có khả năng,aadon,0.9615,0.6007
134,77.jpg,", như lời thủ tướng phan văn khải là "" vô cảm "" của cán bộ quản lý nhà nước",caa4'n,0.96,0.4501
98,9.jpg,"bổng, có người bị đói khát, bị tù tội... chúng tôi nhận được "" tác phẩm """,dn nada,0.9589,0.6776
119,3.jpg,"phí khác, còn một loại chi phí cho csgt được viết thành hàng rất rõ",hvt,0.9552,0.4563
134,99.jpg,"cuộc sống vẫn chào đón họ với nv2, nv3. quan trọng là họ đã nỗ lực",cns.,0.9545,0.5113
66,17.jpg,"là tỉ lệ tái nghiện còn cao ở hầu hết các địa phương, điều tra tại hà nội năm 2003 tỉ lệ",ohdhnd,0.9545,0.6836
59,79.jpg,luận : nếu kéo dài thời gian không thu phí sẽ làm tăng lãi vay -,m un,0.9531,0.5341
22,23.jpg,"đã ố vàng. cuốn nhật ký của một người lính trẻ, anh là nguyễn kỳ sơn. đồng đội anh đã",tahae,0.9529,0.487
3,78.jpg,"những người nói lên sự thật "" phát hành, nhiều bạn đọc đã bày tỏ sự chia sẻ,",n hdi,0.9474,0.62
20,53.jpg,"trường từ phố núi xuống thành phố tìm việc làm. lơ ngơ thế nào, chàng ta",nhpanr+,0.9444,0.5131
51,28.jpg,"cũng trong chương trình đẩy mạnh phát triển du lịch này, tổ chức jica nhật bản đã đề nghị",geephlndd,0.9438,0.5402
5,24.jpg,"nếu tôi ngã xuống, mong các bạn hãy tin cho bố mẹ tôi... sau những dòng địa chỉ của bố mẹ",aio'maa'n,0.9438,0.4618
26,79.jpg,ràng trên thực đơn. thử làm một phép tính nhỏ : làng nướng a mỗi đêm có,nnnn,0.9437,0.433
55,25.jpg,"xuân đại 150.000 đồng, một cô gái tên nhung ở tân bình gửi tặng 100.000 đ, một thanh",nitnmd,0.9405,0.5854
63,6.jpg,"đây thôi, trong một cuộc họp tại phòng họp trung tâm của ubnd tỉnh lâm đồng, tân bí",hpmnvrl,0.9398,0.6178
86,68.jpg,nghiệp & phát triển nông thôn) dự báo khu vực tây nguyên và nam bộ có khả năng sẽ,n  nn,0.9383,0.5931
146,34.jpg,ty) cùng người phụ trách mảng lao động trực tiếp xử lý việc này.,gaaaayhtt,0.9375,0.5185
6,5.jpg,thu phí tạm tại phía bắc đầu cầu bình triệu 2 (phường hiệp bình,shmusil,0.9365,0.4698
39,61.jpg,"tình thế và đột xuất, nhưng cienco 5 đã không đưa ra các phương",g dna,0.9365,0.6828
37,70.jpg,"bên cạnh khu rừng, nơi không có bóng dáng người dân, chỉ có ít người indo đang",bundd,0.9359,0.6598
91,42.jpg,"chèn trà khô vào quan tài. không có khói nhang, cũng không có một tiếng khóc",hadnqmdgn,0.9342,0.4894
70,97.jpg,tư nước ngoài vào vn. chính vì vậy nghị quyết nêu rõ phải phát huy khả năng,1ampavn.:kny,0.9333,0.5793
127,1.jpg,lập tức các mặt hàng trên bị lập biên bản thu giữ. chiều 22 - 3 các cán bộ,a u .cs,0.9324,0.5355
75,30.jpg,"các phóng viên đã đặt khá nhiều câu hỏi, nhưng ông phương",h  aypy,0.9298,0.4911
48,49.jpg,"(mỗi trận được tính làm 10 hồ - hiệp đấu, mỗi hồ 15 phút), cặp gà vẫn chưa phân thắng",mmsms5va,0.9294,0.5088
73,4.jpg,"pháp lý của công dân vn, ví dụ như các hiệp định lãnh sự, hiệp định hỗ","paqdav,",0.9286,0.5631
16,43.jpg,chuyển cuốn nhật ký về cho gia đình sau khi anh hi sinh và được gia đình gìn giữ như,aarhngir,0.9286,0.5136
11,92.jpg,"giờ hiếm lắm, nhà chỉ còn mỗi một con cheo khoảng 1,8 kg... "". hỏi mua",iankly1-sm,0.9286,0.5697
86,38.jpg,"nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé.",hd    i,0.9277,0.5665
115,39.jpg,bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,tahh n,0.9275,0.5443
108,5.jpg,"ty biến thành những người bất hợp pháp. quả thật, chúng tôi đang đứng",1da phima,0.9275,0.5675
4,56.jpg,"năm châu, ba liêm, ba tiểu... thì khó lo tròn cho người chết, khó có",nmt..,0.9265,0.6171
40,41.jpg,"vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng trực tiếp đến sự",y ndi  kon,0.9263,0.5108
6,41.jpg,"nét về khu nghĩa địa này : - chú thấy đó, xung quanh nghĩa địa các",++kttnarm kt,0.9242,0.3396
58,83.jpg,"nghe chị nguyễn thị tuyết mai, trưởng khoa cấp cứu ngoại viện (ccnv), phân tích",mau dcn,0.9241,0.6149
121,98.jpg,với lãi suất của ngân hàng theo thời điểm nộp tiền. lý do được phía chính quyền,vagahadip,0.9241,0.5246
31,80.jpg,"luận trên còn chung chung, chưa cụ thể và chưa thể dùng làm chứng cứ điều tra.",uti dyigat,0.9231,0.53
30,44.jpg,lời hứa đã cũ,oltuiae,0.9231,0.2672
120,14.jpg,chúng tôi cầu cứu các nơi nhưng đều tuyệt vọng. kuala lumpur ngày thứ 39. cuộc,ugogkals,0.9231,0.457
137,42.png,người ta thường ước một điều ước khi để ánh sáng của bạn trôi đi vào màn đêm.,eg edu tg e,0.9221,0.217
124,73.jpg,"ngủ tạm nơi vỉa hè. không có giấy thông hành, chúng tôi mất cả quyền tự do đi",agj  anad,0.9221,0.5493
56,54.jpg,"đã nở hoa khi cậu bé năm xưa, với bao nghị lực và quyết tâm, đã chiến thắng",n  otn,0.92,0.5431
20,27.jpg,với diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 / 330.000 km2).,n tamdkanon,0.9186,0.6855
50,54.jpg,"họ đã chết trên đường mưu sinh. hơn 2 giờ chiều, vẫn mưa lất phất, thị trấn khâm đức,",da .2a rihaam,0.9176,0.5883
149,23.jpg,"điểm, cao thật đấy. nhưng cao mà làm gì khi nv1 lấy tới hai bảy phẩy năm? đó thật ra",oangmmnnn,0.9167,0.6386
34,18.jpg,"nhưng rồi kinh tế châu á bị khủng hoảng và... thế là "" dankia resort ""... chết đứng",na  .nig,0.9157,0.4898
38,40.jpg,"được phát hiện trên toàn quốc lên gần 80.000 người, phần lớn trong số này là thanh",whuuiphiéhn,0.9146,0.5644
76,17.jpg,"động tiếp tục bị bán tứ tán. các ông chủ chặn xe chở lao động vn giành nhau người,",n hananaa,0.9146,0.5348
140,53.jpg,"biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với diện",b nviihnd,0.9125,0.5975
133,18.jpg,"chắc hẳn đã hàng trăm, ngàn lần câu hỏi đó tự đến với họ hoặc đến từ người thân,",canti s  r,0.9125,0.6023
134,32.jpg,"hàng chục kilômet, qua hàng rào cảnh sát các nước, may nhờ một người",mu qmnm,0.9118,0.5579
111,84.jpg,"đó là cách nói khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang,",h ahhr dm,0.9114,0.5018
121,29.jpg,"của lũ tại đô thị cổ hội an, chương trình quản lý đô thị cổ hội an, quản lý khu",cnh1ltan,0.9114,0.5544
34,20.jpg,"thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân",dsy  m iny nynd,0.9101,0.5318
130,41.jpg,bình thường được. từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. sau bao nỗ lực khổ,btdc dmmdábn,0.9101,0.6915
149,17.jpg,giải pháp tạm thời này nhằm gỡ thế bí câu thúc về tiến độ cho nhà đầu tư tổng công ty xây dựng công,a 4 n neve tg,0.9091,0.5703
125,92.jpg,"nào "" tự đặt ra các thủ tục ngoài qui định, gây phiền hà cho người dân "", "" từ chối hoặc",m p  npu dn,0.9091,0.5829
72,72.jpg,khiến các nhà đầu tư... nản lòng khi gia nhập thị trường ở tp là : đất không,a cdan.g l,0.9079,0.5498
57,91.jpg,"lao động tiếp tục bị bán tứ tán. các ông chủ chặn xe chở lao động vn giành nhau người,",otiridds loyga,0.907,0.5879
115,43.jpg,trạm thu phí đặt tại chân cầu bình triệu cho thấy sau khi xe nộp,tmpidacaa,0.9062,0.629
122,15.jpg,"trong quý 2. trước đó, chiều 30 - 3, trong phần thảo luận nhiều ý kiến đã làm sáng tỏ","tue d,daosnda dsyap",0.9059,0.5495
39,15.jpg,"đựng đồ phế liệu. chỉ trong một buổi sáng, số cộng tác viên của",phe.clg aa'yd,0.9048,0.6257
80,5.jpg,"không có sự hợp tác, tin cậy..., mệt mỏi từ hai phía "". không tiền bạc, sức khỏe vơi",k  t t m,0.9048,0.495
19,47.jpg,căng lên như cái trống hầu. bs hà vừa chẩn đoán bệnh vừa an ủi và động viên tinh thần. đdv kim,t s danovm,0.9043,0.6004
103,54.jpg,"gỗ thông, rồi gạch đá, ximăng..., từ tạm bợ đến kiên cố hối hả xuất hiện.",phqfxmyambnamha,0.9041,0.5293
29,39.jpg,"đdv kim chi xách theo vali cấp cứu, đdv huệ đem chiếc băng ca đẩy vào nhà",ovimcxca,0.9041,0.5751
139,59.jpg,tắc giao thông ở cửa ngõ thành phố. nhưng sau đó mới thấy đây là con đường nối liền,k  pn5mtdo f,0.9036,0.5271
11,30.jpg,"để công ty phủi bỏ mọi trách nhiệm sau đó. căng thẳng từng ngày, đói ăn,",dipld s.cgan,0.9028,0.49
104,17.jpg,"với bao sự cố bất ngờ, không hi vọng, tôi thay anh em viết lại cuộc hành trình để",aoa  n u ki,0.9012,0.549
1,3.jpg,"chuyện những người mang số 115. sáng nay ngồi quán cà phê cóc, ông bạn già của tôi tâm sự :",msssnhnakin:,0.9011,0.5299
21,70.jpg,"được hđnd tp thông qua, chính thức áp dụng vào 1 - 4 - 2004.",tdt1-40,0.9,0.7064
4,52.jpg,"rất linh hoạt, trình giấy tại cửa trạm hoặc đưa cho anh csgt đứng phía",actgton hh,0.9,0.5474
136,41.jpg,- các cách kết nối :,acapha,0.9,0.6912
67,11.jpg,"ông trực nói tiếp : dân gặp tôi kêu quá trời muốn làm thủ tục này hết bao nhiêu,",8q  h ualanucmhn,0.9,0.5434
104,69.jpg,"giám đốc lại văn quyền mắt đỏ, mặt phờ phạc vì thiếu ngủ và",gnvn hkav,0.8983,0.5325
8,75.jpg,"không ai cho chúng tôi biết phải làm gì, ăn ở thế nào. cả đoàn mang mì gói ra ăn, lượm các lon bia",arólm nhrámgmn,0.898,0.5536
98,35.jpg,"chưa có lãi. bên cạnh đó, còn rất nhiều khách hàng chưa được đáp ứng",.ba a tná,0.8971,0.5248
16,76.jpg,"quĩ hỗ trợ phát triển cho tp vay 500 tỉ đồng với lãi suất 7,5% / năm để triển",qnch lnd5amae,0.8961,0.5455
8,66.jpg,"quanh "" nhà vĩnh biệt "" nằm âm u bên ngút ngàn rừng núi trường sơn.",qhinaaignty,0.8955,0.5301
15,79.jpg,"bạn bè đi kèm sự chua chát, ngậm ngùi.",bapn sa,0.8947,0.5159
34,19.jpg,"biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với diện tích",evy  q  aád,0.8941,0.5415
89,31.jpg,được ủy quyền ký hợp đồng tín dụng nhận vốn vay,dpd ony,0.8936,0.5701
102,92.jpg,thời gian xây dựng cảng chỉ mất một năm. ông dũng cũng cho biết sẽ cố gắng khởi công sớm đường,grdajcnngdncta,0.8936,0.4842
62,53.jpg,này khẳng định nhà nước có trách nhiệm bảo vệ quyền lợi chính đáng của cộng,ng  ah dhjg,0.8933,0.6271
25,36.jpg,khu dankia - suối vàng thuộc địa bàn thành phố đà lạt và huyện lạc dương. toàn bộ khu vực này (bao gồm,k donsumlanmnlm,0.8922,0.5906
69,48.jpg,"tra buộc phải chứng minh bằng chứng cứ, tức phải có các số liệu thực tế về",l ha naljdg wts,0.8919,0.4604
30,10.jpg,"trong khi đó lại không có tổ chức chuyên sâu về quản lý dn, việc thực hiện",uc   qviai,0.8919,0.5797
71,88.jpg,"tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa xã hội, có liên",f nnen l dn,0.8916,0.6016
105,68.jpg,"hồ suối vàng và hàng nghìn hecta rừng thông đặc dụng, phòng hộ xung quanh) đã được",smha nhdnrn,0.8902,0.647
20,18.jpg,"để điều tra bổ sung vì vụ án có dấu hiệu để lọt người, lọt tội. cơ sở để",tdhabtadaarnpaoht.css,0.8889,0.6395
6,54.jpg,vào nét đăm chiêu và sự thinh lặng đầy buồn thảm của hàng chục công nhân,addtjthaahanugha,0.8889,0.6174
141,89.jpg,"sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" tử sĩ "". hai bảy điểm,",ia ná   b amtis,0.8889,0.4853
100,23.jpg,xảy ra ngay trong ngày khai mạc phiên tòa. đó là việc luật sư phạm hữu tình (bào chữa cho,wjhy ma urpmtdc,0.8876,0.5627
41,4.jpg,"cảnh sát giao thông, của dư luận là đúng và cần thiết. chúng tôi nhắc lại : ubnd",kc qm uq1nuu n:wnp,0.8875,0.481
82,96.jpg,"địa này : - chú thấy đó, xung quanh nghĩa địa các lối đi đã được bà con",- ch   l,0.8873,0.5646
15,75.jpg,vụ tiêu cực tại công trình đường liên cảng a5 - cho biết vụ án vẫn đang,tin  gag5daurdy,0.8873,0.6027
108,34.jpg,anh muốn chúng tôi mang xuống tận nhà hàng thì thêm mỗi ký 5.000 đ tiền,m trmykygoo tt,0.8873,0.5795
139,34.jpg,"giảm nghèo nông thôn "". các trường hợp nghiên cứu này sẽ được trình bày",am a nn r a,0.8873,0.5458
26,68.jpg,hợp tác nếu dịch vụ ra đời. nhặt và trả đã đủ để vui.,t nd#f.nw,0.8868,0.5616
23,2.jpg,ông chủ nhiệm hợp tác xã thì kiên quyết bắt đỗi phải lấp hồ để cấy lúa. sau khi,o dsip v n onplene,0.8861,0.5574
46,86.jpg,"giây, thì 6 giờ sáng cùng ngày điện thoại cầm tay của pv đã nghe đổ chuông liên",6 a a yt n v,0.8861,0.5596
6,31.jpg,nỗ lực hết sức để khẳng định mình. đó là ý nghĩa vẹn nguyên của các kỳ,nahmh.6gong,0.8857,0.52
96,20.jpg,"qua. trên đường đi, thỉnh thoảng xe phải dừng lại vì những bác xích lô","pt , xd xik",0.8857,0.5916
3,74.jpg,nhưng đây cũng chỉ là giải pháp tạm ở một đoạn rất nhỏ thuộc 1 / 4 dự án cầu đường bình triệu 2.,nq j kyjtm s'n11 :x a dx7,0.8854,0.5404
89,62.jpg,"duy nhất là khát vọng sống. là đằng sau họ, cuộc sống sẽ được thiết kế trở lại",hy na& hy jmyhts'm,0.8846,0.5543
42,18.jpg,"đây gọi là johor, 61 người chúng tôi được đổ xuống một căngtin chật hẹp, không có ông chủ, cũng",n1hrnchumnp g,0.8842,0.6387
116,37.jpg,"khát, ngủ tạm nơi vỉa hè. không có giấy thông hành, chúng tôi mất cả quyền tự",uan onn ii.b lacmga,0.8831,0.6464
57,95.jpg,"có phẩm chất, đạo đức. kiểm tra, xử lý kiên quyết các vụ tham nhũng,",a h na ann,0.8824,0.4717
126,84.jpg,"ông quả quyết rằng nếu đây là sự thật thì ông sẽ ra làng, xã làm đơn",ng  ge  n,0.8824,0.6074
15,30.jpg,"lộ đường xe lửa và đường bộ, không được để ách tắc, ảnh hưởng đến an toàn giao thông.",bnx lhyujan petig,0.8824,0.4894
88,84.jpg,sẽ tổ chức phố đi bộ tại hội an. chủ tịch ubnd tỉnh quảng nam nguyễn xuân phúc cho biết tỉnh sẽ đầu tư,s éh qmphcht da,0.8824,0.5692
24,26.jpg,"cơ quan điều tra sẽ làm tới nơi tới chốn, không để "" chìm xuồng ""! theo ông, vì sao bốn người",e ta se snatdi  l,0.8817,0.5454
43,11.jpg,"ông trần du lịch : "" có khi chính tình hình kinh tế quý 1 giảm sút, chúng ta",6nqtaucknqo5sdmjt,0.8816,0.5322
58,18.jpg,"dự án đang thiếu vốn "", mặt khác "" có chủ trương cho dn vay vốn tín dụng "".","ng ,n th d:",0.88,0.5511
20,98.jpg,"với châu âu, châu úc với trung đông. giao lưu quốc tế thuận lợi, phát triển",cca vev cn at,0.88,0.5295
50,36.jpg,theo từng tuyến hàng đi. tối 1 - 4 chúng tôi có mặt tại quốc lộ 51,h 14 t51,0.8788,0.596
13,80.jpg,"mỗi tờ giấy ngoài chi phí xăng, xe, ăn đường, chi phí bốc xếp, chi",m+5gágccphc,0.8788,0.5559
56,4.jpg,nhưng đến nay đã ba năm kể từ thời điểm đường dây mua bán dâm bị phanh phui và khi,n ddananddanpaa,0.878,0.6219
65,12.jpg,"phổ biến chủ trương của ubnd tỉnh phú yên, thu hồi đất đối với các hộ dân",dh vno dd cadan,0.8767,0.6274
148,37.jpg,"muốn biết đúng hay sai, tòa phải nhờ... hội đồng thẩm định hội đồng xét xử (hđxx)",muabnaia pladid,0.8765,0.597
76,60.jpg,"điều khiến chủ đầu tư "" ngắc ngứ "" là từ tổng mức đầu tư 341 tỉ được duyệt khi áp","oc ws!u tw ""yp'lh`'xxw s1 h'nx4gq",0.8765,0.4679
53,36.jpg,"thực hiện giải pháp xả cảng cũng khó thông thoát dòng xe, chưa kể đến tình huống",gi hxyadonxcuh,0.875,0.5888
81,15.jpg,"đầu tư vào thế bế tắc, hụt vốn và xin gấp rút cho thu phí hoàn vốn ngay hạng mục",+ =xff no+ l rg hg,0.875,0.5652
96,30.jpg,trương cấm xe tải nặng lưu thông ban ngày ở hầu hết các tuyến trung tâm.,im aenjlk hhyya,0.875,0.4764
95,36.jpg,"để bà cụ không bị đau khi xe xóc. được chừng mươi phút đường xe,",al bala dal xu g,0.875,0.5448
35,98.jpg,"sơ sót, anh em kiểm tra không kỹ nhưng theo tôi không làm thay đổi được bản chất",ealn hhy  hyy5al5,0.875,0.5217
65,30.jpg,"triển cũng sẽ dứt khoát không cho vay. "" nhẹ nhàng "" hơn, đại diện của nh thương mại cổ",dá g v hanama,0.8736,0.542
145,71.jpg,"vn "". vì không nằm trong danh sách những người được công ty đưa về, khủng hoảng và kiệt",vni oan i daha,0.8736,0.609
59,90.jpg,"kinh tế tp quý 1 - 2004 giảm sút để từ đó đưa ra được những giải pháp khắc phục trong quý 2. trước đó,",tg1- 200uam    al,0.8725,0.6351
20,70.jpg,vòng xe cấp cứu. buổi trưa 14 - 11 - 2003 khi tôi đang ngồi nói chuyện,uraua -ohn n,0.8714,0.5762
114,54.jpg,"có lặn tiếp được không? "". thợ lặn đồng thanh : "" cứ trong vòng 12 giờ có hàng là lặn, kể cả",cle hanhcrör1gn,0.8696,0.5429
122,96.jpg,- 2003 cầu bình triệu 2 mới được thông xe bằng đường tạm (cũng vì phải né sáu hộ dân,-o u snf oka ykxqtnlncak,0.869,0.5483
105,22.jpg,trên đường xe qua lại như đan mắt lưới. tiếng còi hụ liên hồi. anh nghĩa lái,un don mnh5.n,0.8684,0.6816
66,15.jpg,nước hoặc tiếp tục ở lại làm việc trong điều kiện khốn cùng như thế.,na n la   idt,0.8676,0.5619
79,81.jpg,"trao đổi với tuổi trẻ sáng 16 - 11, chủ tịch ubnd tỉnh nguyễn xuân phúc cho biết ngay sau khi thảm nạn xảy ra làm",haötuáahbhinbéa tan ha,0.8673,0.5555
29,87.jpg,nâng giá thuốc; lập ngân hàng dữ liệu giá thuốc (giá thuốc cùng loại ở nước,ngu  hhgnqn,0.8667,0.5183
48,64.jpg,""" bọn tôi dồn sức chuyển xác ra, giờ trong bãi chẳng còn ai. phải hơn 10 người mới chuyển","""ma daa odi caehomm",0.8652,0.5929
135,40.jpg,"hoàn trả vốn gốc và lãi là ngày 31 - 12 - 2004, công ty cấp nước tp được ủy quyền",hanavs1--20ocnp,0.8642,0.5814
7,48.jpg,"được. từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. sau bao nỗ lực khổ luyện, cậu",n a htugsanbanca,0.8636,0.5331
17,84.jpg,trần văn sơn làm thuyền trưởng. các nhân viên kiểm tra đã phát hiện tàu này chở nhiều hàng điện,ts tnaynhaiaph anl,0.8632,0.6443
121,46.jpg,nhân gốc làm sụt giảm kinh tế tp. vậy nguyên nhân gốc từ đâu? viện trưởng,nh la a .varhva,0.863,0.6451
100,55.jpg,"chở container, đặc biệt là loại container dài 40 ft chẳng hạn thì hết sức",nii otaini,0.863,0.5413
144,16.jpg,"thạnh, tp.hcm góp tiền mua thêm 2.600 m2 hiến cho địa phương để khu nghĩa",ttp.t0g 6onph,0.863,0.6065
85,75.jpg,"11 - 1 - 2003, các hộ mua đất ở khu dân cư mới xuân hải đột ngột bị mời về huyện",ma die d got kmr,0.8625,0.5561
74,39.jpg,"khi đến chỗ đó ông phương chưa vào phòng, lúc công an lập","j4dosxay uy chwspoy,syan",0.8596,0.5237
100,36.jpg,"cho chúng tôi quá giang cho biết ""giá chung theo "" luật "" ở tuyến đường",toi ph q duyttj,0.8592,0.6285
31,61.jpg,"xa này. ngược lại, không có việc thì chúng tôi về, không phải tự nguyện",nnglehngphag,0.8592,0.5743
93,15.jpg,"trả, có người thì vui vẻ cảm ơn, có người lại nghi ngờ vì đấy là đồ đạc",n v c n lnjöa,0.8592,0.5217
88,23.jpg,"chính trong quản lý, sử dụng đất theo cơ chế "" một cửa"". nhưng trong đó",hm n l dy nudsn,0.8592,0.6054
128,57.jpg,"rất đơn sơ, do hai người đàn ông nói giọng bắc đứng bán. sau khi yên vị, chúng",4ndun gmbcy bsyd,0.859,0.6227
90,61.jpg,bật thứ ba là trong phần đề cập tới trách nhiệm của bà con đối với đất,attamg  de tdha,0.8571,0.687
24,72.jpg,bất ngờ,trat rg'o,0.8571,0.5801
68,68.jpg,nghiêng,mlrg,0.8571,0.3487
138,61.jpg,lưu trữ,eanr,0.8571,0.3077
57,53.jpg,"ngày còn "" thò lò mũi xanh "", đến nay hắn đã 41 tuổi. gần 30 năm lăn lộn trong nghề","a m a, +4  3o o",0.8554,0.5954
63,79.jpg,"thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại",n unyun mwahaybarqila,0.8553,0.6127
43,12.jpg,""" sự kỳ thị thật là khủng khiếp và đau lòng. nó làm tôi đau đớn y như",h&  hvt 7w=ta dy,0.8551,0.4509
72,89.jpg,cả mấy cái wc nằm chỉ cách mép nước vài mét nữa.,mmwcn npuv,0.8542,0.5952
58,63.jpg,""" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của",aa ny tc  tym my'aa,0.8533,0.5623
135,30.jpg,bật thứ ba là trong phần đề cập tới trách nhiệm của bà con đối với đất nước,ha 1h adup+unan afnn,0.8533,0.5065
65,4.jpg,chở đá núi ra khỏi cửa hầm. hầm nam hải vân mỗi ngày lại tiến,canaaha.antáv,0.8525,0.5123
2,96.jpg,đâu. vks nhân dân tỉnh đã có động thái nào khi lộ ra việc ông,ks dati  mv,0.8525,0.5958
29,38.jpg,"chính sách tạo thuận lợi cho bà con trong việc về thăm thân nhân, sở hữu nhà đất,",sa nchu vthshnn,0.8519,0.5834
31,4.jpg,"quận 7 để giảm 25% lượng xe tải vào tp. ông thông tin : "" nhà nước chỉ cần hỗ trợ",lo qam 5%xtonnnán5,0.8519,0.6191
17,97.jpg,"nữa, nếu đá cũng chỉ vài hồ là bỏ chạy sớm. phải xem phong độ, hôm ra trận",mankdqdva:ayraxmhoymnan,0.8514,0.5977
52,24.jpg,"khi ấy chỉ còn nghĩ đến cách phải cứu cho được thủy thủ... "". trong",d s u ph auay ny,0.8507,0.4172
83,17.jpg,"cơ quan có trách nhiệm như ngân hàng... "". ông giải thích thêm : khi ba bộ nông nghiệp,",akáin  h gi rbig,0.8506,0.6461
71,20.jpg,"xăng, xe, ăn đường, chi phí bốc xếp, chi phí khác, còn một loại chi phí cho csgt",n1xay1cphb mppa dcat,0.85,0.6105
78,20.jpg,"tranh thủ "" xin hđxx cho "" phát biểu vài lời "", cho hay ông về bộ tháng 10 - 1997, khi",tnxin xxbá vh1,0.8488,0.5915
149,84.jpg,"nhiễm mặn; sống nhờ con tôm, con cá trời cho thì chỉ qua ngày, tương lai mờ mịt",nl man;5'n3nhrynm,0.8481,0.5488
64,66.jpg,định rõ mỗi cơ quan có trách nhiệm gì để thực tế hóa chính sách. dựa vào,xmipandngtcdchd,0.8472,0.7204
5,80.jpg,cao su kế tiếp. nơi đây có đến ba chiếc đèn pin của csgt chia nhau thành,ndi pin csctcm,0.8472,0.6981
143,94.jpg,"cho chúng tôi quá giang cho biết "" giá chung theo "" luật "" ở tuyến đường này :",htqaqobi qun a'8in,0.8462,0.5843
65,98.jpg,"mừng : vài ngày nữa tp sẽ được cung cấp một lượng nước sạch bằng nửa lượng nước hiện có, và",njvnaincy ndy utngn  d,0.8462,0.5116
49,39.jpg,"nhanh chóng khắc phục tình trạng quan liêu, cửa quyền, hách dịch.",nanhk ganá,0.8462,0.5513
93,86.jpg,"chính mà theo qui định đã đủ điều kiện để thực hiện "", anh đó sẽ bị cảnh cáo hoặc hạ bậc lương...",chnauitananahac lung,0.8454,0.582
86,30.jpg,điểm cuối của con đường là vùng sơn thủy gần như trinh nguyên mà ta có thể nhìn thấy,ncucanangnjga ia d,0.8452,0.5588
135,25.jpg,"nhân dân trong nước, do vậy thường chỉ nghĩ tới nghĩa vụ đóng góp của họ, chú trọng",uyn hy yh ym ti nhay,0.8434,0.5069
45,86.jpg,cần xem xét kỹ và cân nhắc kỹ các phương án lựa chọn sao cho thật tối ưu. tôi cũng,axn xyankhy m ocl  1t,0.8415,0.5796
26,93.jpg,cùng 10 người còn lại bới đào tìm thi thể những người bất hạnh.,ngoah hn hahm,0.8413,0.596
90,15.jpg,"37 tuổi, cùng bảy người khác đi lặn thuê trong biển phan thiết.",t   dht hnh,0.8413,0.6009
39,29.jpg,từ đồng hới (quảng bình) vẫn vào quảng trị thắp nhang trong những nghĩa trang nơi,hloahb7 v m qut uyy nn,0.8395,0.5601
11,24.jpg,"còn lại được đưa một ít tiền ăn và những lời hứa. và ngày về chiều 23 - 3 - 2004,",codchamti niunach3,0.8395,0.6335
102,78.jpg,còn đủ sức bám vào thang dây lần nữa... khi đã được về tĩnh dưỡng tại nhà,ciavha da..dgnla,0.8356,0.5799
29,17.jpg,"ngã tư đường ray xe lửa và đoạn đến trạm kiểm soát, hàng ôtô vẫn tiếp tục",ghg  lhamn o ssvápe,0.8356,0.6165
113,25.jpg,"phú hữu, quận 7 để giảm 25% lượng xe tải vào tp. ông thông tin : "" nhà nước chỉ",h  di insr p.tin d,0.8354,0.5713
29,28.jpg,""" bọn tôi dồn sức chuyển xác ra, giờ trong bãi chẳng còn ai. phải hơn 10 người mới chuyển được một xác.",wi maba di  a honikmujh mx,0.835,0.6131
